Assigned to,id,name,address1,zip,country,latitude,longitude,phone,Yelp URL of Business,City Page,Notes,Yelp search URL
JE,5672,"CP - BEER CART, U/L, SEC.24","CANDLESTICK PARK , UL 24",94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5672,,"http://www.yelp.com/search?find_desc=CP - BEER CART, U/L, SEC.24#find_loc=CANDLESTICK PARK , UL 24,sf"
SM,12240,MORENO'S HOTDOGS,INDIANA & CESAR CHAVEZ,94124,US,37.750152,-122.390447,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:12240,,"http://www.yelp.com/search?find_desc=MORENO'S HOTDOGS#find_loc=INDIANA & CESAR CHAVEZ,sf"
,63912,FLOURCHYLDE BAKERY,1899 WALLER ST,94117,US,,,14155897700,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63912,,"http://www.yelp.com/search?find_desc=FLOURCHYLDE BAKERY#find_loc=1899 WALLER ST,sf"
SM,11972,FREECO VENDING,VARIOUS LOCATIONS,,US,,,14158388363,freeco-vending-services-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:11972,,"http://www.yelp.com/search?find_desc=FREECO VENDING#find_loc=VARIOUS LOCATIONS,sf"
AG,3440,MV CALIFORNIA HORNBLOWER,PIER3 EMBARCADERO,94111,US,37.799005,-122.399862,,http://www.yelp.com/biz/commodore-hornblower-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3440,,"http://www.yelp.com/search?find_desc=MV CALIFORNIA HORNBLOWER#find_loc=PIER3 EMBARCADERO,sf"
,66363,SUBWAY SANDWICH,195 06TH ST,94103,US,37.774722,-122.406761,,subway-sandwich-29398-san-francisco,,,
,2020,MONROE RESIDENCE CLUB,1870 SACRAMENTO ST,94109,US,37.791178,-122.423703,14155476200,monroe-residence-club-san-francisco,,,
Partha,68226,SF SOUP CO.,185 BERRY ST,94107,US,37.776002,-122.392958,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68226,,"http://www.yelp.com/search?find_desc=SF SOUP CO.#find_loc=185 BERRY ST,sf"
Partha,68220,THE STUDY,1541 CLEMENT ST,94118,US,37.782383,-122.475929,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68220,,"http://www.yelp.com/search?find_desc=THE STUDY#find_loc=1541 CLEMENT ST,sf"
,2669,TULLY'S COFFEE,2 EMBARCADERO CENTER,94111,US,37.794818,-122.398474,,tullys-coffee-san-francisco-16,,,
,5848,IDA B WELLS CONTINUATION HIGH SCHOOL,1099 HAYES ST,94117,US,37.775443,-122.433977,14155246315,ida-b-wells-continuation-high-school-san-francisco,,,
AG,65709,HUMMUS HEAVEN,505 GENE FRIEND WAY,94158,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:65709,,"http://www.yelp.com/search?find_desc=HUMMUS HEAVEN#find_loc=505 GENE FRIEND WAY,sf"
,68245,U-SUSHI,525 MARKET ST STE. 130,94105,US,37.790697,-122.399563,,u-sushi-san-francisco,,,
LR,4198,LA'MOUR CLUB,600 JACKSON ST,94133,US,37.796275,-122.405174,,http://www.yelp.com/biz/lamour-club-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4198,,"http://www.yelp.com/search?find_desc=LA'MOUR CLUB#find_loc=600 JACKSON ST,sf"
,65277,PEASANT PIES,550 C GENE FRIEND WAY,94158,US,37.770925,-122.391526,,peasant-pies-san-francisco,,,
,70446,BEACON COFFEE & PANTRY,805 COLUMBUS AVE,94133,US,,,,beacon-coffee-and-pantry-san-francisco,,,
,67124,ALICIA'S TAMALES LOS MAYAS,JUSTIN HERMAN PLAZA,,US,37.777122,-122.419639,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67124,,"http://www.yelp.com/search?find_desc=ALICIA'S TAMALES LOS MAYAS#find_loc=JUSTIN HERMAN PLAZA,sf"
JE,5670,HOL N JAM LEMONADE STAND #3," CANDLESTICK PK MAIN LEVEL, SEC. 20-22",94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5670,,"http://www.yelp.com/search?find_desc=HOL N JAM LEMONADE STAND #3#find_loc= CANDLESTICK PK MAIN LEVEL, SEC. 20-22,sf"
LD,37361,GHIRARDELLI CHOCOLATE FOUNTAIN,801 BEACH ST,94109,US,37.806388,-122.422165,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:37361,,"http://www.yelp.com/search?find_desc=GHIRARDELLI CHOCOLATE FOUNTAIN#find_loc=801 BEACH ST,sf"
,66543,"SINTO GOURMET, LLC",1 UNITED NATIONS PLAZA,94102,US,,,,http://www.yelp.com/biz/sinto-gourmet-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66543,,"http://www.yelp.com/search?find_desc=SINTO GOURMET, LLC#find_loc=1 UNITED NATIONS PLAZA,sf"
JE,5667,"CP - MILLER BEER CARTS, U/L, SEC 3","CANDLESTICK PARK , UL 3",94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5667,,"http://www.yelp.com/search?find_desc=CP - MILLER BEER CARTS, U/L, SEC 3#find_loc=CANDLESTICK PARK , UL 3,sf"
JE,5731,"CP - HOFBRAU, MEZZ LV",CANDLESTICK PARK,94124,US,37.712613,-122.387477,14155332424,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5731,,"http://www.yelp.com/search?find_desc=CP - HOFBRAU, MEZZ LV#find_loc=CANDLESTICK PARK,sf"
,5779,WASHINGTON SQUARE INN,1660 STOCKTON ST,94133,US,37.801163,-122.409244,,washington-square-inn-san-francisco,,,
,69069,EASY BREEZY,4028 24TH ST,94114,US,37.751418,-122.432602,,easy-breezy-frozen-yogurt-san-francisco,,,
LD,5344,DONNA'S TAMALES,1 FERRY BUILDING  #50,94111,US,,,,http://www.yelp.com/biz/donnas-tamales-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5344,,"http://www.yelp.com/search?find_desc=DONNA'S TAMALES#find_loc=1 FERRY BUILDING  #50,sf"
,5856,SANCHEZ SCHOOL,325 SANCHEZ ST,94114,US,37.76395,-122.430767,14155246380,sanchez-elementary-school-san-francisco-2,,,
LD,5347,SUNRISE CATERING,154 WESTDALE AVE,94015,US,,,14150998270,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5347,,"http://www.yelp.com/search?find_desc=SUNRISE CATERING#find_loc=154 WESTDALE AVE,sf"
LD,5333,BOB'S TOO CATERING,1000 JUNIPERO AVENUE,94061,US,,,14150362862,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5333,,"http://www.yelp.com/search?find_desc=BOB'S TOO CATERING#find_loc=1000 JUNIPERO AVENUE,sf"
SM,7985,WINTON TRADING COMPANY,1080 SHAFTER AVE,94124,US,37.725585,-122.38101,14155825106,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:7985,,"http://www.yelp.com/search?find_desc=WINTON TRADING COMPANY#find_loc=1080 SHAFTER AVE,sf"
MW,70619,TENGLONG CHINESE RESTAURANT,208 CLEMENT ST,94118,US,37.783108,-122.461482,,http://www.yelp.com/biz/tenglong-chinese-resturant-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:70619,,"http://www.yelp.com/search?find_desc=TENGLONG CHINESE RESTAURANT#find_loc=208 CLEMENT ST,sf"
JE,5678,CP - EXTRA POINT BAR,CANDLESTICK PARK,94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5678,,"http://www.yelp.com/search?find_desc=CP - EXTRA POINT BAR#find_loc=CANDLESTICK PARK,sf"
JE,5688,CP - ROOM 312,CANDLESTICK PK,94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5688,,"http://www.yelp.com/search?find_desc=CP - ROOM 312#find_loc=CANDLESTICK PK,sf"
,5102,SUBWAY,200 PINE ST #140,94104,US,37.792237,-122.400124,,subway-san-francisco-13,,,
,1898,BILL'S PLACE,2315 CLEMENT ST,94121,US,37.782023,-122.484159,,bills-place-san-francisco,,,
,16162,QUICK-N-EZEE INDIAN FOODS,3861 24TH ST,94114,US,,,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:16162,,"http://www.yelp.com/search?find_desc=QUICK-N-EZEE INDIAN FOODS#find_loc=3861 24TH ST,sf"
,69041,WASHINGTON CAFÉ,826 WASHINGTON ST,94108,US,37.795128,-122.406993,,washington-cafe-san-francisco,,,
AG,5467,AT&T - CART 49/ SOUP CLAM CHOW V [145136],24 WILLIE MAYS PLAZA,94107,US,,,14155971500,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5467,,"http://www.yelp.com/search?find_desc=AT&T - CART 49/ SOUP CLAM CHOW V [145136]#find_loc=24 WILLIE MAYS PLAZA,sf"
,15752,PEET'S COFFEE & TEA,2  EMBARCADERO CENTER  #R2113,94111,US,37.794818,-122.398474,,peets-coffee-and-tea-san-francisco-15,,,
Partha,68267,INDIAN BENTO,425 BARNEVELD AVE,94124,US,37.741001,-122.40386,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68267,,"http://www.yelp.com/search?find_desc=INDIAN BENTO#find_loc=425 BARNEVELD AVE,sf"
,66511,SFGH VOLUNTEER DEPT.,1001 POTRERO AVE,,US,37.756873,-122.40438,,unmached,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66511,,"http://www.yelp.com/search?find_desc=SFGH VOLUNTEER DEPT.#find_loc=1001 POTRERO AVE,sf"
LD,37364,PEETS COFFEE/METROPOLITAN COFFEE,598 MARKET ST. (MONTGOMERY BART STATION),94104,US,37.788823,-122.402022,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:37364,,"http://www.yelp.com/search?find_desc=PEETS COFFEE/METROPOLITAN COFFEE#find_loc=598 MARKET ST. (MONTGOMERY BART STATION),sf"
JE,4409,"OPERA HOUSE - 2/F, GRAND TIER",301 VAN NESS AVE,94102,US,37.778272,-122.420031,14155251932,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:4409,multiple locations,"http://www.yelp.com/search?find_desc=OPERA HOUSE - 2/F, GRAND TIER#find_loc=301 VAN NESS AVE,sf"
MNW,63623,SENOR SISIG,1601 MARIPOSA ST,94107,US,37.763625,-122.399719,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63623,,"http://www.yelp.com/search?find_desc=SENOR SISIG#find_loc=1601 MARIPOSA ST,sf"
,272,ON THE BRIDGE,1581 WEBSTER ST #206,94115,US,37.785227,-122.431472,14155927765,on-the-bridge-san-francisco,,,
SM,7722,BAY MONARCH,PIER 41,94133,US,37.808494,-122.412,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:7722,,"http://www.yelp.com/search?find_desc=BAY MONARCH#find_loc=PIER 41,sf"
Partha,67591,S & S BRAND,701 02ND ST,94107,US,37.775111,-122.468223,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67591,,"http://www.yelp.com/search?find_desc=S & S BRAND#find_loc=701 02ND ST,sf"
LD,25050,TORTILLA FLAT,2000 BRYANT ST,,US,37.761903,-122.410249,,http://www.yelp.com/biz/tortilla-flats-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:25050,,"http://www.yelp.com/search?find_desc=TORTILLA FLAT#find_loc=2000 BRYANT ST,sf"
SM,7728,PETE'S UNOCAL 76,3701 NORIEGA ST,94122,US,37.753003,-122.503549,,petes-union-76-service-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:7728,,"http://www.yelp.com/search?find_desc=PETE'S UNOCAL 76#find_loc=3701 NORIEGA ST,sf"
,67085,CHARLIE'S KWIK-STOP MARKET & DELI,153 BACON ST,94134,US,37.727451,-122.404105,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67085,,"http://www.yelp.com/search?find_desc=CHARLIE'S KWIK-STOP MARKET & DELI#find_loc=153 BACON ST,sf"
,69257,LITTLE HEAVEN DELI,2348 MISSION ST,94110,US,37.759506,-122.419174,14155821293,little-heaven-deli-san-francisco,,,
,66874,PENINSULA SEAFOOD RESTAURANT,641 JACKSON ST,94133,US,37.79607,-122.405846,,peninsula-seafood-restaurant-san-francisco,,,
,66583,KARA'S CUPCAKES,2565 03RD ST #334,94107,US,37.757114,-122.388034,,karas-cupcakes-san-francisco,,,
,59937,EAST & WEST GOURMET FOOD @ ISLAND EARTH FM,101 4TH ST,,US,,,14155680817,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:59937,,"http://www.yelp.com/search?find_desc=EAST & WEST GOURMET FOOD @ ISLAND EARTH FM#find_loc=101 4TH ST,sf"
,68690,TOUT SWEET PATISSERIE,170 O'FARRELL ST 3RD FLOOR,94102,US,37.78655,-122.40756,,tout-sweet-patisserie-san-francisco,,,
MW,69983,UNDERDOG,1650 HOLLOWAY AVE,94132,US,37.720894,-122.478029,14155336239,http://www.yelp.com/biz/underdog-sfsu-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69983,,"http://www.yelp.com/search?find_desc=UNDERDOG#find_loc=1650 HOLLOWAY AVE,sf"
MNW,63001,GENJI,399 04TH ST,94107,US,37.780934,-122.399772,,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63001,,"http://www.yelp.com/search?find_desc=GENJI#find_loc=399 04TH ST,sf"
,10362,CROSSROADS,2130 FULTON ST,94117,US,37.775117,-122.452065,,crossroads-cafe-at-usf-san-francisco,,,
,70547,PARLOR 1255,1255 BATTERY ST STE. 700,94111,US,,,,parlor-1255-san-francisco,,,
,68949,CHINATOWN RESTAURANT,2140 CLEMENT ST,94121,US,37.782189,-122.48211,,chinatown-restaurant-san-francisco,,,
,7768,THE CAKEMAKER,509 LAGUNA ST,94115,US,37.775798,-122.426187,,the-cakemaker-san-francisco,,,
,67690,SARU,3856 24TH ST,94114,US,37.751648,-122.428783,,saru-sushi-bar-san-francisco,,,
,60332,FROM THE SEA TO YOU,1310 09TH AVE,94122,US,,,,from-the-sea-to-you-san-francisco,,,
,67691,JW MARRIOTT SF - RESTAURANT & BAR,"500 POST ST, 3RD FLOOR",94102,US,37.788038,-122.410363,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67691,,"http://www.yelp.com/search?find_desc=JW MARRIOTT SF - RESTAURANT & BAR#find_loc=500 POST ST, 3RD FLOOR,sf"
AG,3302,RUSSIAN CENTER SOCIAL HALL,2450 SUTTER ST,94115,US,37.785138,-122.440904,14155927631,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:3302,,"http://www.yelp.com/search?find_desc=RUSSIAN CENTER SOCIAL HALL#find_loc=2450 SUTTER ST,sf"
,10964,ANGEL'S HOT DOGS,CORNER OF ALAMEDA AND HENRY ADAMS,,US,,,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:10964,,"http://www.yelp.com/search?find_desc=ANGEL'S HOT DOGS#find_loc=CORNER OF ALAMEDA AND HENRY ADAMS,sf"
SM,11572,EAST & WEST GOURMET FOOD,100 ALEMANY BLVD.,94110,US,,,,east-and-west-gourmet-afghan-foods-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:11572,,"http://www.yelp.com/search?find_desc=EAST & WEST GOURMET FOOD#find_loc=100 ALEMANY BLVD.,sf"
,3739,BRYAN'S,3445 CALIFORNIA ST,94118,US,37.786703,-122.450877,,bryans-quality-meats-san-francisco,,,
JN,68860,SOMA FRESH MEAT AND DELI,1000 HOWARD ST,94103,US,,,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68860,,"http://www.yelp.com/search?find_desc=SOMA FRESH MEAT AND DELI#find_loc=1000 HOWARD ST,sf"
,66764,VESTA/VESTA FLATBREAD,OFF THE GRID,,US,37.777122,-122.419639,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:66764,,"http://www.yelp.com/search?find_desc=VESTA/VESTA FLATBREAD#find_loc=OFF THE GRID,sf"
,57601,GEMINI - SAN FRANCISCO BAY CONCESSIONAIRES,PIER 41,94133,US,37.808494,-122.412,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:57601,,"http://www.yelp.com/search?find_desc=GEMINI - SAN FRANCISCO BAY CONCESSIONAIRES#find_loc=PIER 41,sf"
,28708,ROCK IT SWIRL,2810 DIAMOND ST,94131,US,37.73424,-122.433974,14155835282,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:28708,,"http://www.yelp.com/search?find_desc=ROCK IT SWIRL#find_loc=2810 DIAMOND ST,sf"
Partha,67494,HICKORY FARMS #10916,3251 20TH AVE 5542,94132,US,37.728497,-122.475639,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67494,,"http://www.yelp.com/search?find_desc=HICKORY FARMS #10916#find_loc=3251 20TH AVE 5542,sf"
,2505,AMERICANA GRILL & FOUNTAIN,3532 BALBOA ST,94121,US,37.775806,-122.496608,,americana-grill-and-fountain-san-francisco,,,
,17346,AFC SUSHI @ SAFEWAY #667,5290 DIAMOND HEIGHTS BLVD,94131,US,37.744076,-122.438684,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:17346,,"http://www.yelp.com/search?find_desc=AFC SUSHI @ SAFEWAY #667#find_loc=5290 DIAMOND HEIGHTS BLVD,sf"
,6130,CHANCELLOR GIFT SHOP,433 POWELL ST,94102,US,37.788601,-122.408539,,chancellor-gift-shop-san-francisco,,,
LR,68680,MAIN STREET MEAT & FISH MARKET,270 NOE ST,94114,US,,,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68680,,"http://www.yelp.com/search?find_desc=MAIN STREET MEAT & FISH MARKET#find_loc=270 NOE ST,sf"
LR,32684,NOBE CAFE,747 HOWARD ST,94103,US,37.784128,-122.401533,,unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:32684,,"http://www.yelp.com/search?find_desc=NOBE CAFE#find_loc=747 HOWARD ST,sf"
,10572,EDISON CHARTER ACADEMY,3531 22ND ST,,US,37.755193,-122.425999,,thomas-edison-charter-academy-san-francisco,,,
luther,69215,THE RIB WHIP (CEDAR HILL),OFF THE GRID,94102,US,37.779847,-122.418985,,http://www.yelp.com/biz/the-rib-whip-san-francisco,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:69215,,"http://www.yelp.com/search?find_desc=THE RIB WHIP (CEDAR HILL)#find_loc=OFF THE GRID,sf"
JE,5679,CP - MAIN COMMISSARY,CANDLESTICK PARK,94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5679,,"http://www.yelp.com/search?find_desc=CP - MAIN COMMISSARY#find_loc=CANDLESTICK PARK,sf"
AG,5420,CATER THYME,1 UNITED NATIONS PLZ,94102,US,,,14155864200,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5420,,"http://www.yelp.com/search?find_desc=CATER THYME#find_loc=1 UNITED NATIONS PLZ,sf"
,68533,FORK CAFÉ,469 CASTRO ST,94114,US,37.761457,-122.434985,,fork-cafe-san-francisco,,,
JN,67865,FOUNTAIN CAFÉ & BAKERY,335 KEARNY ST,94102,US,37.779847,-122.418985,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67865,,"http://www.yelp.com/search?find_desc=FOUNTAIN CAFÉ & BAKERY#find_loc=335 KEARNY ST,sf"
JE,5741,"CP - PORTABLE BEER STAND, UL  SEC. 45-47","CANDLESTICK PARK , UL 45-47",94124,US,37.712613,-122.387477,14155468570,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:5741,,"http://www.yelp.com/search?find_desc=CP - PORTABLE BEER STAND, UL  SEC. 45-47#find_loc=CANDLESTICK PARK , UL 45-47,sf"
,38784,ALBERTO'S FOOD MARKET,882 SUTTER ST,94121,US,37.788458,-122.414803,,albertos-food-market-san-francisco,,,
,515,TAZAKI SUSHI,3420 JUDAH ST,94122,US,37.760769,-122.498792,,tazaki-sushi-san-francisco,,,
Partha,68257,AFC SUSHI AT MOLLIE STONE'S #10,635 PORTOLA DR,94127,US,37.744876,-122.452425,14155661600,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68257,,"http://www.yelp.com/search?find_desc=AFC SUSHI AT MOLLIE STONE'S #10#find_loc=635 PORTOLA DR,sf"
,33321,CREPERIE SAINT GERMAIN,222 2ND ST,,US,37.787174,-122.398136,14155941348,creperie-saint-germain-san-francisco,,,
,1832,MURPHY'S,217 KEARNY ST,94108,US,37.790125,-122.403924,,murphys-pub-san-francisco,,,
JN,68961,PUPUSERIA & RESTAURANTE PANCHITAS,4901 MISSION STREET,94112,US,37.719932,-122.438395,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68961,,"http://www.yelp.com/search?find_desc=PUPUSERIA & RESTAURANTE PANCHITAS#find_loc=4901 MISSION STREET,sf"
MW,71042,YOPPI FROZEN YOGURT & GELATO,3251 20TH AVE SUITE 160,94132,US,,,14155241092,http://www.yelp.com/biz/yoppi-frozen-yogurt-san-francisco-3,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:71042,another listing at: http://www.yelp.com/biz/yoppi-frozen-yogurt-and-gelato-stonestown-san-francisco,"http://www.yelp.com/search?find_desc=YOPPI FROZEN YOGURT & GELATO#find_loc=3251 20TH AVE SUITE 160,sf"
MNW,63140,EAST & WEST GOURMET FOOD,1899 WALLER ST,94117,US,,,14155680817,UNMATCHED,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63140,,"http://www.yelp.com/search?find_desc=EAST & WEST GOURMET FOOD#find_loc=1899 WALLER ST,sf"
,63928,THE BRICKS,800 FONT BLVD,94132,US,37.723434,-122.484041,,,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:63928,,"http://www.yelp.com/search?find_desc=THE BRICKS#find_loc=800 FONT BLVD,sf"
,67693,JW MARRIOTT SF - CONCIERGE LOUNGE,500 POST ST 21ST FLOOR,94102,US,37.788038,-122.410363,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:67693,,"http://www.yelp.com/search?find_desc=JW MARRIOTT SF - CONCIERGE LOUNGE#find_loc=500 POST ST 21ST FLOOR,sf"
,567,SAN FRANCISCO SOUP COMPANY,1 MARKET ST,94105,US,37.794347,-122.394932,,san-francisco-soup-company-san-francisco-19,,,
AG,65572,WESTIN SAN FRANCISCO-3RD FLOOR PANTRY,50 03RD ST,94103,US,37.786837,-122.402758,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:65572,,"http://www.yelp.com/search?find_desc=WESTIN SAN FRANCISCO-3RD FLOOR PANTRY#find_loc=50 03RD ST,sf"
LR,68431,BON APPETIT @ ADOBE,601 TOWNSEND STREET,94107,US,37.771742,-122.401677,,not listed,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:68431,,"http://www.yelp.com/search?find_desc=BON APPETIT @ ADOBE#find_loc=601 TOWNSEND STREET,sf"
,13529,"CP - GRILL CART #4, (PC 42)","CANDLESTICK PARK, UL 42-44",94124,US,37.712613,-122.387477,,-unmatched,http://dph-extranet2.sfdph.org:7777/pls/eeop_htmldb/f?p=132:2:3389746375077206::NO::P2_LOCATIONID:13529,,"http://www.yelp.com/search?find_desc=CP - GRILL CART #4, (PC 42)#find_loc=CANDLESTICK PARK, UL 42-44,sf"
,68360,PHARAOHS,608 GEARY ST,94102,US,37.786787,-122.413329,,pharaohs-mediterranean-sandwiches-san-francisco,,,
